,id,text,aspect,polarity
2656,364," after the main course came , we did n't see our waiter for at least 40 minutes !",service,negative
2657,501, it will be on my to do list the next visit to nyc .,anecdotes/miscellaneous,positive
2658,1275, nothing better than buying a snapple for $ 3.25 too .,price,positive
2659,2330," when family came in he gave them apps to test their pales , and then ordered for them .",service,neutral
2660,460, i was pleasantly surprised to find this gem in hoboken .,anecdotes/miscellaneous,positive
2661,1385," service is extraordinary , yet not overbearing , and the decor brings a taste of trendy soho into queens .",service,positive
2662,1385," service is extraordinary , yet not overbearing , and the decor brings a taste of trendy soho into queens .",ambience,positive
2663,1088," the dosas are skimpy , unattractive and drip with grease , and personally i 'd drink popcorn topping before i 'd eat another one of these .",food,negative
2664,3201, the service was excellent and the food was delicious .,food,positive
2665,3201, the service was excellent and the food was delicious .,service,positive
2666,3481, if i wanted to deal with a crappy scene and annoying customers i 'd go out in manhattan .,anecdotes/miscellaneous,negative
2667,3481, if i wanted to deal with a crappy scene and annoying customers i 'd go out in manhattan .,ambience,negative
2668,308," after a seafood craving , i checked citysearch and chose to go to fish based on a previous review and the citysearch info .",anecdotes/miscellaneous,neutral
2669,1157, right off the major deegan you get ladies from all over the city .,ambience,positive
2670,2394, until you realize that their five minutes is meaningless and your wait may be anywhere from two to twenty minutes it may be frustrating .,service,negative
2671,2176, always fresh and delicious .,food,positive
2672,1129," the food was very good , but not very thai .",food,conflict
2673,1872," thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .",food,negative
2674,1872," thalia is a beautiful restaurant with beautiful people serving you , but the food does n't quite match up .",service,positive
2675,1078, the fillings may be unconventional but the dosa batter is definitely authentic and the combinations very tasty .,food,positive
2676,61," this is the perfect spot for meeting friends , having lunch , dinner , ore theater or after theater drinks !",anecdotes/miscellaneous,positive
2677,61," this is the perfect spot for meeting friends , having lunch , dinner , ore theater or after theater drinks !",ambience,positive
2678,1468, this is a fun restaurant to go to .,anecdotes/miscellaneous,positive
2679,1268," the mandamus curry that i ordered was as thin as water and aside from the poorly fried tofu that i ordered in it , they graciously provided me with one piece of poorly cooked potato .",food,negative
2680,1900, had a late night dinner on a saturday night .,anecdotes/miscellaneous,neutral
2681,843, a restaurant that does n't try to do anything except serve great food with great service in a pleasant atmosphere .,food,positive
2682,843, a restaurant that does n't try to do anything except serve great food with great service in a pleasant atmosphere .,service,positive
2683,843, a restaurant that does n't try to do anything except serve great food with great service in a pleasant atmosphere .,ambience,positive
2684,2184, their sake martini is wonderful .,food,positive
2685,1151," well , this place is so ghetto its not even funny .",ambience,negative
2686,115, bravissimo ! !,anecdotes/miscellaneous,positive
2687,2550, once they ran out of gnocchi and made it for me from scratch !,anecdotes/miscellaneous,positive
2688,3635, we would like to thank marcelo and grace for a wonderful dining experience ! ! !,anecdotes/miscellaneous,positive
2689,2778," found service above average , but that could be because we were 13 of us .",service,positive
2690,2778," found service above average , but that could be because we were 13 of us .",anecdotes/miscellaneous,positive
2691,903," when i arrived at orsay i was thrown back , in a veer good sense .",anecdotes/miscellaneous,positive
2692,1227," bagels are ok , but be sure not to make any special requests !",food,neutral
2693,2130," this is the cheers of new york , whether you 've ever been there or not .",anecdotes/miscellaneous,neutral
2694,1824, it 's to die for !,anecdotes/miscellaneous,positive
2695,3076, cute and decorative .,ambience,positive
2696,2269," i know this is the case in many nyc eateries , but here , they really cram you in to the point where it 's borderline uncomfortable .",ambience,negative
2697,2577, fine dining restaurant quality .,food,positive
2698,2666, overall a disappointing experience for that price category .,anecdotes/miscellaneous,negative
2699,2666, overall a disappointing experience for that price category .,price,negative
2700,1409," i 've had the lunch buffet at chennai a couple of times , when i have been in the neighborhood .",anecdotes/miscellaneous,neutral
2701,956, the food was exceptional .,food,positive
2702,1912, you will be satisfied .,anecdotes/miscellaneous,positive
2703,5, another great place to take out-of-towners !,anecdotes/miscellaneous,positive
2704,1237," but , hey , there is anything better with a decent vegetarian selection in astoria .",anecdotes/miscellaneous,neutral
2705,881, we were less than impressed .,anecdotes/miscellaneous,negative
2706,417, a thai restaurant out of rice during dinner ?,anecdotes/miscellaneous,negative
2707,1309, but still my date was bad,anecdotes/miscellaneous,negative
2708,1598, would definitely go back again .,anecdotes/miscellaneous,positive
2709,582, i have been to rao 's probably 15 times the past 3 years and it keeps getting better .,anecdotes/miscellaneous,positive
2710,864, the portions are small but being that the food was so good makes up for that .,food,conflict
2711,711, ( and i have eaten my share ) which impresses me for having such a large amount of people to serve .,service,positive
2712,2228," sure , the setting is nice .",ambience,positive
2713,2493, overall a worthwhile experience .,anecdotes/miscellaneous,positive
2714,2879," the service is friendly , if not the most prompt in the world , the food is great , and the prices , while not cheap , wo n't put your wallet out of commission .",food,positive
2715,2879," the service is friendly , if not the most prompt in the world , the food is great , and the prices , while not cheap , wo n't put your wallet out of commission .",service,positive
2716,2879," the service is friendly , if not the most prompt in the world , the food is great , and the prices , while not cheap , wo n't put your wallet out of commission .",price,conflict
2717,3432," had 1 appetizer , 2 entrees and 2 cokes and the bill was ~ $ 55.00 , not including tip .",food,neutral
2718,3432," had 1 appetizer , 2 entrees and 2 cokes and the bill was ~ $ 55.00 , not including tip .",price,neutral
2719,1212," it 's really a takeaway place , i would n't sit if i could take it home .",anecdotes/miscellaneous,neutral
2720,1582, the most fun restaurant i have ever been too !,anecdotes/miscellaneous,positive
2721,2287, best drumsticks over rice and sour spicy soup in town !,food,positive
2722,1160, some of the finest latin women you 'll see in your life hang out at jimmy 's .,ambience,positive
2723,2773, slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .,food,negative
2724,2773, slightly above average wines start at $ 70 + with only one selection listed at $ 30 + .,price,negative
2725,2155, their whitefish salad is excellent -- all whitefish with a little mayo .,food,positive
2726,135," and it all comes at a very reasonable price ( congee , noodles , and rice dishes are no more than $ 3-6 each ) .",price,positive
2727,2839," nobody at this restaurant will give firm answers about anything and in the end , not one person takes responsibility for anything .",service,negative
2728,3290, i had a great experience .,anecdotes/miscellaneous,positive
2729,471," the chicken parm was edible but had canned tomato sauce and boxed pasta and the chicken with portobello mushrooms consisted of dry , inedible chicken with terrible sauce .",food,negative
2730,2147, i recommend this place to everyone who asks me where to go for a good meal .,anecdotes/miscellaneous,positive
2731,480, the waitresses are nice -- also you can just get counter service sit .,service,positive
2732,37, the only friendly staff member was the guy at the bar .,service,conflict
2733,3160," having been a long time eds a bagel fan , i was surpised to find myself return time and time again to murray 's .",anecdotes/miscellaneous,positive
2734,3069, go for it !,anecdotes/miscellaneous,positive
2735,2072, highly recommended .,anecdotes/miscellaneous,positive
2736,1456," you can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable prices , la villa ca n't be beat .",food,positive
2737,1456," you can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable prices , la villa ca n't be beat .",anecdotes/miscellaneous,positive
2738,1456," you can certainly find restaurants that offer a superior fine dining experience , but for superb food at reasonable prices , la villa ca n't be beat .",price,positive
2739,3174, wo n't or ca n't is not in the service directory .,service,positive
2740,3413, i can not imagine a friendlier staff working in a restaurant .,service,positive
2741,1954, i do suggest to ask to be seated upstairs if you are looking to be a little cozy .,anecdotes/miscellaneous,neutral
2742,1954, i do suggest to ask to be seated upstairs if you are looking to be a little cozy .,ambience,positive
2743,643," to speak of the park side , words can not describe .",anecdotes/miscellaneous,neutral
2744,1271," the red curry is weak and tasteless , the pad thai is stuck together and lumpy , the rice is often overcooked , and the seafood is pretty sketchy .",food,negative
2745,1631, the wine list is extensive and can easily hike up an otherwise reasonably priced meal .,food,positive
2746,1631, the wine list is extensive and can easily hike up an otherwise reasonably priced meal .,price,positive
2747,689," saul is pretty good , but definitely not great .",food,positive
2748,3580," i would recommend roxy 's for that , but not for their food .",food,negative
2749,3580," i would recommend roxy 's for that , but not for their food .",anecdotes/miscellaneous,positive
2750,3524, we always get a sampling of appetizers and share .,anecdotes/miscellaneous,neutral
2751,510," overall i was impressed and will return , it 's a great qpr ( quality to price ratio ) .",anecdotes/miscellaneous,positive
2752,510," overall i was impressed and will return , it 's a great qpr ( quality to price ratio ) .",price,positive
2753,600," it is nearly impossible to get a table , so if you ever have the chance to go here for dinner , do not pass it up .",anecdotes/miscellaneous,conflict
2754,424, their pad penang is delicious and everything else is fantastic .,food,positive
2755,3091," the puke green walls leave a lot to be desired , but the food is very good .",food,positive
2756,3091," the puke green walls leave a lot to be desired , but the food is very good .",ambience,negative
2757,676," the flavors are very fresh and pretty unobtrusive , nothing flashy .",food,positive
2758,7," i like cafe noir dont get me wrong , it is jut that the people who work there are evil and incompetent ! !",service,negative
2759,1371, the hanger steak was like rubber and the tuna was flavorless not to mention it tasted like it had just been thawed .,food,negative
2760,2091, but $ 1 for each small piece ? ? ?,price,negative
2761,1596," our son loves pizza and we have a certified neapolitan pizzeria in our home city ( seattle ) , we liked this nearly as much - and the differences were more about personal preference than any reflection on either restaurant .",anecdotes/miscellaneous,positive
2762,1232, big and soft as well as good lunch food .,food,positive
2763,967," no food snobs allowed , this place is for people who appreciate good food .",anecdotes/miscellaneous,neutral
2764,967," no food snobs allowed , this place is for people who appreciate good food .",food,positive
2765,1127, i liked the food at this quasi thai restaurant .,food,positive
2766,2576, by far the best salad i have had in a fast food restaurant .,food,positive
2767,2242, suan is a great place that i often take my friends ( classmates ) too .,anecdotes/miscellaneous,positive
2768,2650, not a great place for family or general dining .,anecdotes/miscellaneous,negative
2769,2529," as for the bar , this is another bad idea .",food,negative
2770,3167," their bagels are fine , but they are a little overcooked , and not really a special ' bagel experience .",food,conflict
2771,1217," unlike hh up the block , this place actually gives you hearty and hot bagels this town is known for .",food,positive
2772,1149, i thought going to jimmy would give me a real Dominican experience .,anecdotes/miscellaneous,neutral
2773,2644, the barbecued salmon is elegantly spiced and not at all dry .,food,positive
2774,2812," same owner as the guy who owns typhoon , which is just down the street on st. marks and 1st ave .",anecdotes/miscellaneous,neutral
2775,1028, what generous portions !,food,positive
2776,2167, the workers there also absolutely load the bagel with cream cheese ( gets a little messy ) .,food,neutral
2777,795, i was wrong .,anecdotes/miscellaneous,negative
2778,573, the wine the service was very good too .,food,positive
2779,573, the wine the service was very good too .,service,positive
2780,1082," so , the menu is written in chalk above your head and it all sounds delicious .",food,positive
2781,1082," so , the menu is written in chalk above your head and it all sounds delicious .",ambience,positive
2782,1080, the highly spiced chai tea was great too .,food,positive
2783,2929, no plans to return anytime soon .,anecdotes/miscellaneous,negative
2784,752," i have been there many times , and food is good and consistent .",food,positive
2785,1641," seriously , this is the best all you can eat in town as everyone says , the spicy tuna hand rolls are the best have 4 of these , and you 've broken even .",food,positive
2786,3257, there is not a single place in chinatown where you have a nice neighborhood feeling like here .,ambience,positive
2787,2897," while sapphire is certainly not lacking in ambiance , and probably has the best decor of any indian restaurant i have been to in new york city , the food was not what i had hoped for .",food,negative
2788,2897," while sapphire is certainly not lacking in ambiance , and probably has the best decor of any indian restaurant i have been to in new york city , the food was not what i had hoped for .",ambience,positive
2789,872, i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine .,anecdotes/miscellaneous,positive
2790,872, i would highly recommend this place to anyone looking for a casual atmosphere that whisks you away to the left bank of the river seine .,ambience,positive
2791,2828, i just do not understand what the fuss is all about .,anecdotes/miscellaneous,negative
2792,2086, the meat dishes were only so-so .,food,neutral
2793,3507," his wife tanya , the hostess , completes the comforting atmosphere by being delightfully warm and gracious .",service,positive
2794,3507," his wife tanya , the hostess , completes the comforting atmosphere by being delightfully warm and gracious .",ambience,positive
2795,635," we liked it so much , that we will always make it a point to dine here when we visit new york .",anecdotes/miscellaneous,positive
2796,957," the menu consisted of standard brassiere food , better then places like balthazar etc .",food,positive
2797,2249," i have been a longtime fan of holy basil in the east village , and while i do believe their food has slightly slipped in quality , i have been hesitant to be disloyal .",anecdotes/miscellaneous,neutral
2798,2249," i have been a longtime fan of holy basil in the east village , and while i do believe their food has slightly slipped in quality , i have been hesitant to be disloyal .",food,negative
2799,1724," but the best part about ls is the late night atmosphere , delightfully free of the bts .",ambience,positive
2800,761, for an trendy rip off eat here .,anecdotes/miscellaneous,negative
2801,1640, and you 're hungry a few hours later .,food,neutral
2802,2322, i ca n't wait to go back .,anecdotes/miscellaneous,positive
2803,3476, i hate hate hate this place .,anecdotes/miscellaneous,negative
2804,2080, we even had a visit from the manager who wanted to make sure we were enjoying ourselves .,anecdotes/miscellaneous,positive
2805,2080, we even had a visit from the manager who wanted to make sure we were enjoying ourselves .,service,positive
2806,866, the staff there is very attentive and down to earth .,service,positive
2807,1031," you do n't go to mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .",food,positive
2808,1031," you do n't go to mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .",service,negative
2809,1031," you do n't go to mizu for excellent service , you go for the large amounts of food , the amiable atmosphere , and the hole-in-the-wall feeling of the place .",ambience,positive
2810,712," the service is always bad though , do n't expect much of anything from your server , and i would not recommend bringing a date here either .",service,negative
2811,3226, monday nights are a bargain at the $ 28 prix fix - this includes a three course meal plus three glasses of wine paired with each course .,price,positive
2812,3093, wonderful !,anecdotes/miscellaneous,positive
2813,931, it took them 15 minutes to put water in our glasses .,service,negative
2814,979, the service is descent even when this small place is packed .,service,positive
2815,1205, this is the best sushi in new york city - hands down .,food,positive
2816,1414, go hungry and enjoy .,anecdotes/miscellaneous,positive
2817,3603, i have eaten a lot of pizza here .,anecdotes/miscellaneous,neutral
2818,2809, this place is worth an one-hour drive .,anecdotes/miscellaneous,positive
2819,2567, great value for the quality ingredients .,food,positive
2820,2567, great value for the quality ingredients .,price,positive
2821,1419," the thali was small , thoroughly unremarkable , and $ 14.95 .",food,negative
2822,1419," the thali was small , thoroughly unremarkable , and $ 14.95 .",price,negative
2823,305, the sushi is also great !,food,positive
2824,2843, from the complimentary chef app of a delicate butternut squash ravioli in a delicious truffle sauce to an amazing buttery and tender clandestine entree to a dessert that i ca n't remember because of the fabulous cakebread cabernet we were drinking -- the whole evening was amazing .,food,positive
2825,1931, truly the mark of an attentive waiter .,service,positive
2826,181," the food here is rather good , but only if you like to wait for it .",food,positive
2827,181," the food here is rather good , but only if you like to wait for it .",service,negative
2828,3579, i got an excellent piece of cheesecake and we had several other nice pastries .,food,positive
2829,2455," the staff is very kind and well trained , they 're fast , they are always prompt to jump behind the bar and fix drinks , they know details of every item in the menu and make excellent recommendations .",service,positive
2830,2040, the maharani was ok -- the korma was bland .,food,negative
2831,3080, the food is inventive but still keeps traditional indian flavoring .,food,positive
2832,2849, all i can say is wow !,anecdotes/miscellaneous,positive
2833,1465," though the service could be better ( possibly due to more than one very large group in the house ) , it is very cordial and warm , as is the general clientele .",service,conflict
2834,1465," though the service could be better ( possibly due to more than one very large group in the house ) , it is very cordial and warm , as is the general clientele .",ambience,conflict
2835,2927," the decor in this place is very diner is and the kind of place you expect in the east village - not romantic , just simple , small and sparse .",ambience,positive
2836,1544, this is a cute place and could be good but they need to get their act together .,anecdotes/miscellaneous,conflict
2837,1544, this is a cute place and could be good but they need to get their act together .,ambience,positive
2838,2161, the lox is always fresh too .,food,positive
2839,3115," sure enough , exactly 30 minutes later we got the call and were seated promptly .",service,positive
2840,1341, service was very friendly .,service,positive
2841,3468, so all i 'm trying to say is this restaurant is by far the best thai food restaurant i 've ever been to .,food,positive
2842,3468, so all i 'm trying to say is this restaurant is by far the best thai food restaurant i 've ever been to .,anecdotes/miscellaneous,positive
2843,840, food was ok - fish was cooked well .,food,positive
2844,1011, we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food .,anecdotes/miscellaneous,negative
2845,1011, we actually left hungry and went across the street to wo hop at 15 mott street for some good chinese food .,food,positive
2846,698, the duck confit is always amazing and the foie gras terrine with figs was out of this world .,food,positive
2847,14," the whole set up is truly unprofessional and i wish cafe noir would get some good staff , because despite the current one this is a great place .",service,negative
2848,557, the service does sometimes lack focus and it is not ideal if you are in a hurry but i have never been treated rudely .,service,conflict
2849,3302, the staff offers impeccable service .,service,positive
2850,1651, the catch is that you are charged extra for anything that you leave on your plate so do n't be a greedy pig !,anecdotes/miscellaneous,negative
2851,1651, the catch is that you are charged extra for anything that you leave on your plate so do n't be a greedy pig !,price,negative
2852,160, we ended our great experience by having gulab jamun ( dessert ) recommended by the waiter .,food,positive
2853,1777, wont come back again for sure !,anecdotes/miscellaneous,negative
2854,919, i went to utsav about a yr ago with my family .,anecdotes/miscellaneous,neutral
2855,2427," this place does n't compare with mamoun 's in terms of price , freshness , value , and consistent quality , but that 's just my opinion .",food,negative
2856,2427," this place does n't compare with mamoun 's in terms of price , freshness , value , and consistent quality , but that 's just my opinion .",price,negative
2857,2404," the place is sleek , modern and playful and i will return again frequently .",ambience,positive
2858,116," i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",price,positive
2859,116," i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",food,positive
2860,2008, the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,food,positive
2861,2206," after being told that our party of three would be seated in 10 minutes and watching other parties ( multiples of 2 and higher ) seated for 40 minutes , the three of us were squished into a small 2-person table .",anecdotes/miscellaneous,negative
2862,2206," after being told that our party of three would be seated in 10 minutes and watching other parties ( multiples of 2 and higher ) seated for 40 minutes , the three of us were squished into a small 2-person table .",service,negative
2863,1010, and the bill was outrageous .,price,negative
2864,89," the service was attentive , yet unimposing , the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced .",food,positive
2865,89," the service was attentive , yet unimposing , the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced .",service,positive
2866,89," the service was attentive , yet unimposing , the food was far better than many notorious restaurants in midtown and the wine list is extensive and well priced .",price,positive
2867,2994," kind , attentive wait staff .",service,positive
2868,879, bon appetite ! !,anecdotes/miscellaneous,positive
2869,2572, salads were fantastic .,food,positive
2870,1288, the owners and employees are friendly and their pizza is fantastic .,food,positive
2871,1288, the owners and employees are friendly and their pizza is fantastic .,service,positive
2872,3604," la rosa waltzes in , and i think they are doing it the best .",anecdotes/miscellaneous,positive
2873,1723," the food is yummy , especially their cooked to perfection mussels in spicy tomato sauce and their shoestring crispy fries .",food,positive
2874,3491, the food is authentic italian - delicious !,food,positive
2875,3610," a great addition to smith street : finally , a place that 's not pretentious and filled with women wearing ugg boots .",anecdotes/miscellaneous,positive
2876,2909, skip dessert .,food,negative
2877,2656, we spent $ 200 in this place and left hungry and very disappointed .,anecdotes/miscellaneous,negative
2878,2656, we spent $ 200 in this place and left hungry and very disappointed .,price,negative
2879,2598, it is simply amazing .,anecdotes/miscellaneous,positive
2880,3172, i complete the total bagel experience by having it lightly toasted .,anecdotes/miscellaneous,neutral
2881,1795, it was like the servers forgot that they actually worked there and instead wanted to hang out and be cool .,service,negative
2882,2992, i liked this place the first time but doubt i will ever return .,anecdotes/miscellaneous,negative
2883,3438, the service is good and ambience is good for a date or group outing .,service,positive
2884,3438, the service is good and ambience is good for a date or group outing .,ambience,positive
2885,1276, a great way to make some money is to buy a case of snapple from costco and sell it right outside for only $ 2.50 .,anecdotes/miscellaneous,neutral
2886,730, it 's all about the food ! !,food,positive
2887,1870, fast service .,service,positive
2888,2367," skip this restaurant , it 's a big disappointment .",anecdotes/miscellaneous,negative
2889,1519," the staff is excellent , special : that girl behind the bar , european chic .",service,positive
2890,2904," stick with the chicken , beef , and lamb dishes .",food,positive
2891,1009," the service was bad , the food took to forever to come , we sat on the upper level .",service,negative
2892,2642," we a menu that rarely changes , e except for one or two specials , the quality and care they put in thier food in evident .",food,positive
2893,43, always full with tourists ( especially because of it 's close proximity to rockefeller center ) .,ambience,neutral
2894,1460," the decor is nice , but more casual than fine dining .",ambience,conflict
2895,307, this restaurant is a wonderful place to go many times and it is reasonably priced .,anecdotes/miscellaneous,positive
2896,307, this restaurant is a wonderful place to go many times and it is reasonably priced .,price,positive
2897,860," bravo , blue hill !",anecdotes/miscellaneous,positive
2898,2594," conveniently located too , being right on bedford ave .",anecdotes/miscellaneous,positive
2899,607, my friends and i came across this place while walking in the village .,anecdotes/miscellaneous,neutral
2900,1338," bottom line : b + for the food , f for the service .",food,positive
2901,1338," bottom line : b + for the food , f for the service .",service,negative
2902,1625, the only thing the waiters do n't do for you is wipe your chin when you leave .,service,positive
2903,2665, this place is to be avoided .,anecdotes/miscellaneous,negative
2904,2095," stick to dim sum , not super overpriced noodles .",food,negative
2905,2095," stick to dim sum , not super overpriced noodles .",price,negative
2906,989, the service is fine and they allow you to enjoy the view .,service,positive
2907,989, the service is fine and they allow you to enjoy the view .,ambience,positive
2908,1803, my sister says it reminds her of a restaurant run by high-school students who do n't know what they are doing .,anecdotes/miscellaneous,negative
2909,3047," we , there were four of us , arrived at noon - the place was empty - and the staff acted like we were imposing on them and they were very rude .",service,negative
2910,850," at 6:30 , we were the third party there .",anecdotes/miscellaneous,neutral
2911,2993, delicious simple food in nice outdoor atmosphere .,food,positive
2912,2993, delicious simple food in nice outdoor atmosphere .,ambience,positive
2913,2596, i will definitely be going back .,anecdotes/miscellaneous,positive
2914,3602," no , really .",anecdotes/miscellaneous,neutral
2915,3108," the food is good , but very expensive for the casualness of it .",food,conflict
2916,3108," the food is good , but very expensive for the casualness of it .",price,negative
2917,3439, the only fallback on this restaurant is the prices .,price,negative
2918,1604, i 've been to naples 45 for dinner twice .,anecdotes/miscellaneous,neutral
2919,1440, the hot and sour soup was unbearably hot and tasted of only pepper and nothing else .,food,negative
2920,101, i love the pics of andy warhol when he used to frequent the place ( he painted the Balaton 's sign in the window ) .,ambience,positive
2921,351, try sushi mi cucumber roll .,food,positive
2922,2009, i 'm saving up for my next visit .,anecdotes/miscellaneous,positive
2923,988, the food is delicious .,food,positive
2924,2963, their wines by the glass are a great accompaniment and you can eat like a king with wine for under $ 30 .,food,positive
2925,2963, their wines by the glass are a great accompaniment and you can eat like a king with wine for under $ 30 .,price,positive
2926,3412, this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,service,positive
2927,3412, this place has the the correct ambience and an excellent staff to make you feel like a guest and a friend at the same time .,ambience,positive
2928,1311, amma is nothing special .,anecdotes/miscellaneous,negative
2929,246, yeah shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out .,anecdotes/miscellaneous,neutral
2930,246, yeah shanghai is also great but not quite as good -- they use the same amount of salt but without sweetness to balance out .,food,neutral
2931,1771," believe us , we 've been eating sushi for over 15 yrs .",anecdotes/miscellaneous,neutral
2932,1913," worth it for a special occasion , or any time !",anecdotes/miscellaneous,positive
2933,1394, the atmosphere is much better than serigraph ( more modern and sleek ) .,ambience,positive
2934,226, i recommend to anyone who wants to dress up and impress the lady .,anecdotes/miscellaneous,positive
2935,3642," the food is outstanding and the service is quick , friendly and very professional .",food,positive
2936,3642," the food is outstanding and the service is quick , friendly and very professional .",service,positive
2937,2159," the bagels always warm , soft on the inside , crispy on the outside and enormous in size .",food,positive
2938,1708," i had a late dinner at lucky stike , a great name for a joint if ever i saw one .",anecdotes/miscellaneous,neutral
2939,593," been there , done that , and new york , it 's not that big a deal .",anecdotes/miscellaneous,neutral
2940,230, definitely a once a year treat that i look forward to around the holidays !,anecdotes/miscellaneous,positive
2941,1061, service is fast and friendly .,service,positive
2942,3136, from an english speaking staff .,anecdotes/miscellaneous,neutral
2943,947," anyhow , we were able to sit as long as we wanted and chat , which was nice .",ambience,positive
2944,1514, and they have these home made potato chips at the bar that are the most delicious things in the world !,food,positive
2945,3187, a definitely must visit .,anecdotes/miscellaneous,positive
2946,1906, my husband and i enjoyed each of the 6 taste size portions and left completely full .,food,positive
2947,2700," i went here with a friend on a whim , we went someplace else first and could n't get a table .",anecdotes/miscellaneous,neutral
2948,2700," i went here with a friend on a whim , we went someplace else first and could n't get a table .",service,negative
2949,2781," we all ate pasta entrees , which were great .",food,positive
2950,15, my friends and i showed up on a sat .,anecdotes/miscellaneous,neutral
2951,1970, the steak was excellent and one of the best i have had ( i tasted the butter intentionally but in no way did it overwhelm the flavor of the meat ) .,food,positive
2952,2942, great experience overall .,anecdotes/miscellaneous,positive
2953,2465, perfect for dates !,ambience,positive
2954,2038, the food was boring and expensive .,food,negative
2955,2038, the food was boring and expensive .,price,negative
2956,186," the ambience is pretty and nice for conversation , so a casual lunch here would probably be best .",ambience,positive
2957,2127, terrific menu full of unique rolls and special dishes .,food,positive
2958,130, the service is ok but could be better .,service,negative
2959,702," we love the food , drinks , and atmosphere !",food,positive
2960,702," we love the food , drinks , and atmosphere !",ambience,positive
2961,3510, i was here a few weeks back and we had the worst customer service experience at a restaurant ever .,anecdotes/miscellaneous,negative
2962,3510, i was here a few weeks back and we had the worst customer service experience at a restaurant ever .,service,negative
2963,3030, ( i 've ordered from the 2nd ave .,anecdotes/miscellaneous,neutral
2964,1320," nothing against a good sales call , but the tactics at amma are just too obvious .",service,negative
2965,328," went on a 3 day oyster binge , with fish bringing up the closing , and i am so glad this was the place it o trip ended , because it was so great !",anecdotes/miscellaneous,positive
2966,512," took my mom for mother 's day , and the maitre d ' was pretty rude .",service,negative
2967,512," took my mom for mother 's day , and the maitre d ' was pretty rude .",anecdotes/miscellaneous,negative
2968,3019, my husband and i have been there a couple of times and each time we sat at the sushi bar ( chef yoshi ) and ordered everything ala carte .,anecdotes/miscellaneous,neutral
2969,1683," the vibe is very relaxed and cozy , service was great and the food was excellent !",food,positive
2970,1683," the vibe is very relaxed and cozy , service was great and the food was excellent !",service,positive
2971,1683," the vibe is very relaxed and cozy , service was great and the food was excellent !",ambience,positive
2972,195," if the weather is nice , try to snag an outside table .",ambience,neutral
2973,2623," if you are looking for a good quality , cheap eats - this is the place .",food,positive
2974,2623," if you are looking for a good quality , cheap eats - this is the place .",price,positive
2975,1974," however , for what we spent , overall , it just was not up to par .",price,negative
2976,959, the service was friendly and the atmosphere was casual .,service,positive
2977,959, the service was friendly and the atmosphere was casual .,ambience,positive
2978,419, a friend from seattle and i went on a thursday night around 8:30 .,anecdotes/miscellaneous,neutral
2979,2172, when i lived upstate for a while i would buy freeze the bagels and they would still be better than any else .,food,positive
2980,3518," i recommend their pad see ew , pork chops or tofu plates .",food,positive
2981,1171, never in my life did i think that i could be satisfied both in taste and in quantity for $ 3.00 in nyc .,food,positive
2982,1171, never in my life did i think that i could be satisfied both in taste and in quantity for $ 3.00 in nyc .,price,positive
2983,1518," this is the best secret place in midtown ' , i heard that from the bartender , after having brilliant food ( try steak with portobello mushrooms ) and drinks on the bar last tuesday .",food,positive
2984,941, the service was excellent - friendly and attentive .,service,positive
2985,2898," the main course had an average portion , and was decent overall .",food,positive
2986,1960, 20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other .,anecdotes/miscellaneous,positive
2987,1960, 20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other .,ambience,positive
2988,1960, 20 minutes for our reservation but it gave us time to have a few cocktails and enjoy our surroundings and each other .,service,conflict
2989,706," just remember , the later you go , the longer you may have to wait .",anecdotes/miscellaneous,neutral
2990,214," waitstaff is great , very attentive .",service,positive
2991,1285, i live in the neighborhood and am a regular .,anecdotes/miscellaneous,positive
2992,560, the dinner menu is diverse and top-notch as well .,food,positive
2993,2461, it is what modern cuisine is all about .,anecdotes/miscellaneous,positive
2994,3022," in any event , even though its a bit on the pricey side , we still love this restaurant and will definitely go back .",anecdotes/miscellaneous,positive
2995,3022," in any event , even though its a bit on the pricey side , we still love this restaurant and will definitely go back .",price,negative
2996,2065, i definitely will go back .,anecdotes/miscellaneous,positive
2997,2468," i do n't like indian food too much and this was delicious , however you want to factor that into the equation .",food,positive
2998,3558," at taj , vegetarians can rejoice all the dishes are manna from heaven .",food,positive
2999,3063, finally !,anecdotes/miscellaneous,positive
